status,gasDayStartedOn,gasInStorage,full,trend,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,info
C,01/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,29/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,30/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,31/05/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,29/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,30/06/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,29/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,30/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,31/07/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,29/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,30/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,31/08/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,29/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,30/09/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/10/2013,0,#NUM !,0,0,0,0,0,0,character(0)
