status,gasDayStartedOn,gasInStorage,full,trend,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,info
C,01/04/2011,"7058,6","44,12","0,32","77,5",0,16000,"213,12","319,68",character(0)
C,02/04/2011,"7136,1","44,6","0,48","69,57",0,16000,"213,12","319,68",character(0)
C,03/04/2011,"7205,7","45,04","0,43","60,95",0,16000,"213,12","319,68",character(0)
C,04/04/2011,"7266,6","45,42","0,38","78,34",0,16000,"213,12","319,68",character(0)
C,05/04/2011,7345,"45,91","0,49","67,03",0,16000,"213,12","319,68",character(0)
C,06/04/2011,7412,"46,33","0,42","74,91",0,16000,"213,12","319,68",character(0)
C,07/04/2011,"7486,9","46,79","0,47","73,37",0,16000,"213,12","319,68",character(0)
C,08/04/2011,"7560,3","47,25","0,46","73,06",0,16000,"213,12","319,68",character(0)
C,09/04/2011,"7633,3","47,71","0,46","72,86",0,16000,"213,12","319,68",character(0)
C,10/04/2011,"7706,2","48,16","0,46","73,12",0,16000,"213,12","319,68",character(0)
C,11/04/2011,"7779,3","48,33","0,45","69,77",0,16095,"213,12","319,68",character(0)
C,12/04/2011,"7849,1","48,77","0,43","38,91",0,16095,"213,12","319,68",character(0)
C,13/04/2011,7888,"49,01","0,24","28,55",0,16095,"213,12","319,68",character(0)
C,14/04/2011,"7916,5","49,19","0,18","36,16",0,16095,"213,12","319,68",character(0)
C,15/04/2011,"7952,7","49,41","0,22","71,99",0,16095,"213,12","319,68",character(0)
C,16/04/2011,"8024,7","49,86","0,45","73,01",0,16095,"213,12","319,68",character(0)
C,17/04/2011,"8097,7","50,31","0,45","69,93",0,16095,"213,12","319,68",character(0)
C,18/04/2011,"8170,7","50,77","0,43","73,07",0,16095,"213,12","319,68",character(0)
C,19/04/2011,"8243,7","51,22","0,45","74,35",0,16095,"213,12","319,68",character(0)
C,20/04/2011,"8318,1","51,68","0,46","73,05",0,16095,"213,12","319,68",character(0)
C,21/04/2011,"8391,1","52,13","0,45","80,19",0,16095,"213,12","319,68",character(0)
C,22/04/2011,"8471,3","52,63","0,5","88,34",0,16095,"213,12","319,68",character(0)
C,23/04/2011,"8559,6","53,18","0,55","105,54",0,16095,"213,12","319,68",character(0)
C,24/04/2011,"8665,2","53,84","0,66","96,62",0,16095,"213,12","319,68",character(0)
C,25/04/2011,"8761,8","54,44","0,6","83,13",0,16095,"213,12","319,68",character(0)
C,26/04/2011,"8844,9","54,95","0,52","85,84",0,16095,"213,12","319,68",character(0)
C,27/04/2011,"8930,8","55,49","0,53","57,53",0,16095,"213,12","319,68",character(0)
C,28/04/2011,"8988,3","55,85","0,36","87,42",0,16095,"213,12","319,68",character(0)
C,29/04/2011,"9075,7","56,39","0,54","90,13",0,16095,"213,12","319,68",character(0)
C,30/04/2011,"9165,9","56,95","0,56","67,09",0,16095,"213,12","319,68",character(0)
C,01/05/2011,"9232,9","57,37","0,42","53,67",0,16095,"213,12","319,68",character(0)
C,02/05/2011,"9286,6","57,7","0,33","11,32",0,16095,"213,12","319,68",character(0)
C,03/05/2011,"9297,9","57,77","0,07","41,5",0,16095,"213,12","319,68",character(0)
C,04/05/2011,"9339,4","58,03","0,26","33,8",0,16095,"213,12","319,68",character(0)
C,05/05/2011,"9373,2","58,24","0,21","56,87",0,16095,"213,12","319,68",character(0)
C,06/05/2011,"9430,1","58,59","0,35","30,63",0,16095,"213,12","319,68",character(0)
C,07/05/2011,"9460,7","58,78","0,19","83,7",0,16095,"213,12","319,68",character(0)
C,08/05/2011,"9544,4","59,3","0,52","60,63",0,16095,"213,12","319,68",character(0)
C,09/05/2011,9605,"59,68","0,38","61,59",0,16095,"213,12","319,68",character(0)
C,10/05/2011,"9666,6","60,06","0,38","67,11",0,16095,"213,12","319,68",character(0)
C,11/05/2011,"9733,7","60,48","0,42","72,79",0,16095,"213,12","319,68",character(0)
C,12/05/2011,"9806,5","60,93","0,45","64,37",0,16095,"213,12","319,68",character(0)
C,13/05/2011,"9870,9","61,33","0,4","94,37",0,16095,"213,12","319,68",character(0)
C,14/05/2011,"9965,3","61,92","0,59","89,49",0,16095,"213,12","319,68",character(0)
C,15/05/2011,"10054,7","62,47","0,56","74,93",0,16095,"213,12","319,68",character(0)
C,16/05/2011,"10129,7","62,94","0,47","93,37",0,16095,"213,12","319,68",character(0)
C,17/05/2011,10223,"63,52","0,58","93,2",0,16095,"213,12","319,68",character(0)
C,18/05/2011,"10316,3","64,1","0,58","85,48",0,16095,"213,12","319,68",character(0)
C,19/05/2011,"10401,7","64,63","0,53","93,73",0,16095,"213,12","319,68",character(0)
C,20/05/2011,"10495,5","65,21","0,58","93,45",0,16095,"213,12","319,68",character(0)
C,21/05/2011,"10588,9","65,79","0,58","88,71",0,16095,"213,12","319,68",character(0)
C,22/05/2011,"10681,5","66,37","0,55","89,07",0,16095,"213,12","319,68",character(0)
C,23/05/2011,"10770,6","66,92","0,55","87,68",0,16095,"213,12","319,68",character(0)
C,24/05/2011,"10858,2","67,46","0,54","86,65",0,16095,"213,12","319,68",character(0)
C,25/05/2011,"10944,9",68,"0,54","88,43",0,16095,"213,12","319,68",character(0)
C,26/05/2011,"11033,3","68,55","0,55","87,71",0,16095,"213,12","319,68",character(0)
C,27/05/2011,11121,"69,1","0,54","80,37",0,16095,"213,12","319,68",character(0)
C,28/05/2011,"11201,4","69,6","0,5","79,15",0,16095,"213,12","319,68",character(0)
C,29/05/2011,"11280,5","70,09","0,49","78,35",0,16095,"213,12","319,68",character(0)
C,30/05/2011,"11358,9","70,57","0,49","72,95",0,16095,"213,12","319,68",character(0)
C,31/05/2011,"11431,8","71,03","0,45","56,19",0,16095,"213,12","319,68",character(0)
C,01/06/2011,11488,"71,38","0,35","60,26",0,16095,"213,12","319,68",character(0)
C,02/06/2011,"11548,3","71,75","0,37",60,0,16095,"213,12","319,68",character(0)
C,03/06/2011,"11608,3","72,12","0,37","64,86",0,16095,"213,12","319,68",character(0)
C,04/06/2011,"11673,1","72,53","0,4","49,77",0,16095,"213,12","319,68",character(0)
C,05/06/2011,"11722,9","72,84","0,31","29,41","74,41",16095,"213,12","319,68",character(0)
C,06/06/2011,"11656,9","72,43","-0,41","46,24",0,16095,"213,12","319,68",character(0)
C,07/06/2011,"11703,1","72,71","0,29","62,22",0,16095,"213,12","319,68",character(0)
C,08/06/2011,"11765,4","73,1","0,39","85,35",0,16095,"213,12","319,68",character(0)
C,09/06/2011,"11850,7","73,63","0,53","73,64",0,16095,"213,12","319,68",character(0)
C,10/06/2011,"11924,4","74,09","0,46","73,13",0,16095,"213,12","319,68",character(0)
C,11/06/2011,"11997,5","74,54","0,45","80,32",0,16095,"213,12","319,68",character(0)
C,12/06/2011,"12077,8","75,04","0,5","77,38",0,16095,"213,12","319,68",character(0)
C,13/06/2011,"12155,2","75,52","0,48","44,27",0,16095,"213,12","319,68",character(0)
C,14/06/2011,"12199,5","75,8","0,28","54,69",0,16095,"213,12","319,68",character(0)
C,15/06/2011,"12254,2","76,14","0,34","47,71",0,16095,"213,12","319,68",character(0)
C,16/06/2011,"12301,9","76,43","0,3","49,68",0,16095,"213,12","319,68",character(0)
C,17/06/2011,"12351,5","76,74","0,31","75,8",0,16095,"213,12","319,68",character(0)
C,18/06/2011,"12427,3","77,21","0,47","70,25",0,16095,"213,12","319,68",character(0)
C,19/06/2011,"12500,7","77,67","0,44","58,39",0,16095,"213,12","319,68",character(0)
C,20/06/2011,"12559,1","78,03","0,36","56,78",0,16095,"213,12","319,68",character(0)
C,21/06/2011,"12615,8","78,38","0,35","63,09",0,16095,"213,12","319,68",character(0)
C,22/06/2011,"12678,9","78,78","0,39","78,61",0,16095,"213,12","319,68",character(0)
C,23/06/2011,"12757,5","79,26","0,49","49,9",0,16095,"213,12","319,68",character(0)
C,24/06/2011,"12807,4","79,57","0,31","50,73",0,16095,"213,12","319,68",character(0)
C,25/06/2011,"12858,2","79,89","0,32","82,54",0,16095,"213,12","319,68",character(0)
C,26/06/2011,"12940,7","80,4","0,51","62,6",0,16095,"213,12","319,68",character(0)
C,27/06/2011,"13003,3","80,79","0,39","51,2",0,16095,"213,12","319,68",character(0)
C,28/06/2011,"13054,5","81,11","0,32","38,63",0,16095,"213,12","319,68",character(0)
C,29/06/2011,"13093,1","81,35","0,24","35,3",0,16095,"213,12","319,68",character(0)
C,30/06/2011,"13128,4","81,57","0,22","34,13",0,16095,"213,12","319,68",character(0)
C,01/07/2011,"13162,6","81,78","0,21","55,34","1,37",16095,"213,12","319,68",character(0)
C,02/07/2011,"13216,5","82,12","0,34","57,52",0,16095,"213,12","319,68",character(0)
C,03/07/2011,"13274,1","82,47","0,36","59,05",0,16095,"213,12","319,68",character(0)
C,04/07/2011,"13333,1","82,84","0,37","57,38",0,16095,"213,12","319,68",character(0)
C,05/07/2011,"13390,5","83,2","0,36","59,66",0,16095,"213,12","319,68",character(0)
C,06/07/2011,"13450,1","83,57","0,37","58,62",0,16095,"213,12","319,68",character(0)
C,07/07/2011,"13508,8","83,93","0,36","59,56",0,16095,"213,12","319,68",character(0)
C,08/07/2011,"13568,3","84,3","0,37","58,75",0,16095,"213,12","319,68",character(0)
C,09/07/2011,"13627,1","84,67","0,36","54,18",0,16095,"213,12","319,68",character(0)
C,10/07/2011,"13681,3",85,"0,34","59,26",0,16095,"213,12","319,68",character(0)
C,11/07/2011,"13740,5","85,37","0,37","45,97",0,16095,"213,12","319,68",character(0)
C,12/07/2011,"13786,5","85,66","0,29","38,78",0,16095,"213,12","319,68",character(0)
C,13/07/2011,"13825,3","85,9","0,24","46,82",0,16095,"213,12","319,68",character(0)
C,14/07/2011,"13873,9","86,2","0,29","26,81",0,16095,"213,12","319,68",character(0)
C,15/07/2011,"13900,7","86,37","0,17","27,23",0,16095,"213,12","319,68",character(0)
C,16/07/2011,"13927,9","86,54","0,17","27,52",0,16095,"213,12","319,68",character(0)
C,17/07/2011,"13955,4","86,71","0,17","5,91",0,16095,"213,12","319,68",character(0)
C,18/07/2011,"13961,3","86,74","0,04",0,0,16095,"213,12","319,68",character(0)
C,19/07/2011,"13961,3","86,74",0,0,0,16095,"213,12","319,68",character(0)
C,20/07/2011,"13961,3","86,74",0,0,0,16095,"213,12","319,68",character(0)
C,21/07/2011,"13961,3","86,74",0,0,0,16095,"213,12","319,68",character(0)
C,22/07/2011,"13961,3","86,74",0,"21,31",0,16095,"213,12","319,68",character(0)
C,23/07/2011,"13982,6","86,88","0,13","19,75",0,16095,"213,12","319,68",character(0)
C,24/07/2011,"14003,1",87,"0,12","6,97",0,16095,"213,12","319,68",character(0)
C,25/07/2011,"14010,1","87,05","0,04","23,68",0,16095,"213,12","319,68",character(0)
C,26/07/2011,"14034,7","87,2","0,15","36,3",0,16095,"213,12","319,68",character(0)
C,27/07/2011,14071,"87,42","0,23","31,45",0,16095,"213,12","319,68",character(0)
C,28/07/2011,"14102,4","87,62","0,2","26,28",0,16095,"213,12","319,68",character(0)
C,29/07/2011,"14128,7","87,78","0,16","8,31",0,16095,"213,12","319,68",character(0)
C,30/07/2011,14137,"87,83","0,05","7,56",0,16095,"213,12","319,68",character(0)
C,31/07/2011,"14144,5","87,88","0,05","7,39",0,16095,"213,12","319,68",character(0)
C,01/08/2011,"14151,9","87,93","0,05","39,61",0,16095,"213,12","319,68",character(0)
C,02/08/2011,"14191,5","88,17","0,25","34,31",0,16095,"213,12","319,68",character(0)
C,03/08/2011,"14225,9","88,39","0,21","28,35",0,16095,"213,12","319,68",character(0)
C,04/08/2011,"14254,2","88,56","0,18","14,15",0,16095,"213,12","319,68",character(0)
C,05/08/2011,"14268,4","88,65","0,09","24,89",0,16095,"213,12","319,68",character(0)
C,06/08/2011,"14293,2","88,81","0,15","32,84",0,16095,"213,12","319,68",character(0)
C,07/08/2011,"14326,1","89,01","0,2","28,7",0,16095,"213,12","319,68",character(0)
C,08/08/2011,"14354,8","89,19","0,18","9,8",0,16095,"213,12","319,68",character(0)
C,09/08/2011,"14364,6","89,25","0,06","10,28",0,16095,"213,12","319,68",character(0)
C,10/08/2011,"14374,9","89,31","0,06","35,2",0,16095,"213,12","319,68",character(0)
C,11/08/2011,"14410,7","89,54","0,22","45,1",0,16095,"213,12","319,68",character(0)
C,12/08/2011,"14455,8","89,82","0,28","40,29",0,16095,"213,12","319,68",character(0)
C,13/08/2011,"14496,1","90,07","0,25","39,66",0,16095,"213,12","319,68",character(0)
C,14/08/2011,"14535,8","90,31","0,25","38,62",0,16095,"213,12","319,68",character(0)
C,15/08/2011,"14574,4","90,55","0,24","34,1",0,16095,"213,12","319,68",character(0)
C,16/08/2011,"14608,5","90,76","0,21","38,86",0,16095,"213,12","319,68",character(0)
C,17/08/2011,"14647,4","91,01","0,24","34,09",0,16095,"213,12","319,68",character(0)
C,18/08/2011,"14681,4","91,22","0,21","35,53",0,16095,"213,12","319,68",character(0)
C,19/08/2011,"14718,5","91,45","0,22","45,04",0,16095,"213,12","319,68",character(0)
C,20/08/2011,"14763,6","91,73","0,28","42,19",0,16095,"213,12","319,68",character(0)
C,21/08/2011,"14805,7","91,99","0,26","41,08",0,16095,"213,12","319,68",character(0)
C,22/08/2011,"14846,8","92,24","0,26","41,37",0,16095,"213,12","319,68",character(0)
C,23/08/2011,"14888,2","92,5","0,26","39,26",0,16095,"213,12","319,68",character(0)
C,24/08/2011,"14927,5","92,75","0,24","39,45",0,16095,"213,12","319,68",character(0)
C,25/08/2011,"14966,9","92,99","0,25","38,81",0,16095,"213,12","319,68",character(0)
C,26/08/2011,"15005,7","93,23","0,24","31,3",0,16095,"213,12","319,68",character(0)
C,27/08/2011,"15038,6","93,44","0,19","35,61",0,16095,"213,12","319,68",character(0)
C,28/08/2011,"15074,2","93,66","0,22","35,59",0,16095,"213,12","319,68",character(0)
C,29/08/2011,"15109,8","93,88","0,22","31,15",0,16095,"213,12","319,68",character(0)
C,30/08/2011,"15140,9","94,07","0,19","34,52",0,16095,"213,12","319,68",character(0)
C,31/08/2011,"15175,4","94,29","0,21","36,54",0,16095,"213,12","319,68",character(0)
C,01/09/2011,"15213,6","94,52","0,23","40,43",0,16095,"213,12","319,68",character(0)
C,02/09/2011,15254,"94,77","0,25","41,15",0,16095,"213,12","319,68",character(0)
C,03/09/2011,"15295,2","95,03","0,26","37,66",0,16095,"213,12","319,68",character(0)
C,04/09/2011,"15332,8","95,26","0,23","37,33",0,16095,"213,12","319,68",character(0)
C,05/09/2011,"15370,1","95,5","0,23","43,95",0,16095,"213,12","319,68",character(0)
C,06/09/2011,"15414,1","95,77","0,27","33,86",0,16095,"213,12","319,68",character(0)
C,07/09/2011,15448,"95,98","0,21","11,52","16,52",16095,"213,12","319,68",character(0)
C,08/09/2011,"15445,6","95,97","-0,01","38,84",0,16095,"213,12","319,68",character(0)
C,09/09/2011,"15484,4","96,21","0,24","48,13",0,16095,"213,12","319,68",character(0)
C,10/09/2011,"15532,6","96,51","0,3","46,09",0,16095,"213,12","319,68",character(0)
C,11/09/2011,"15580,7","96,8","0,29","7,94",0,16095,"213,12","319,68",character(0)
C,12/09/2011,"15588,6","96,85","0,05",0,0,16095,"213,12","319,68",character(0)
C,13/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,14/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,15/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,16/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,17/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,18/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,19/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,20/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,21/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,22/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,23/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,24/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,25/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,26/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,27/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,28/09/2011,"15588,6","96,85",0,0,0,16095,"213,12","319,68",character(0)
C,29/09/2011,"15588,6","96,85",0,"4,76","16,72",16095,"213,12","319,68",character(0)
C,30/09/2011,"15576,6","96,78","-0,07","8,4","6,33",16095,"213,12","319,68",character(0)
C,01/10/2011,"15578,7","96,79","0,01","26,37",0,16095,"213,12","319,68",character(0)
C,02/10/2011,"15605,1","96,96","0,16","0,64","0,12",16095,"213,12","319,68",character(0)
C,03/10/2011,"15605,6","96,96",0,"24,06","0,210000000000001",16095,"213,12","319,68",character(0)
C,04/10/2011,"15629,5","97,11","0,15","29,16",0,16095,"213,12","319,68",character(0)
C,05/10/2011,"15658,6","97,29","0,18","29,68",0,16095,"213,12","319,68",character(0)
C,06/10/2011,"15688,3","97,47","0,18","29,04",0,16095,"213,12","319,68",character(0)
C,07/10/2011,"15717,4","97,65","0,18","28,27",0,16095,"213,12","319,68",character(0)
C,08/10/2011,"15745,6","97,83","0,18","29,03",0,16095,"213,12","319,68",character(0)
C,09/10/2011,"15774,7","98,01","0,18","28,9",0,16095,"213,12","319,68",character(0)
C,10/10/2011,"15803,5","98,19","0,18","30,58",0,16095,"213,12","319,68",character(0)
C,11/10/2011,"15834,1","98,38","0,19","22,03",0,16095,"213,12","319,68",character(0)
C,12/10/2011,"15856,2","98,52","0,14","1,71",0,16095,"213,12","319,68",character(0)
C,13/10/2011,"15857,9","98,53","0,01","1,92",0,16095,"213,12","319,68",character(0)
C,14/10/2011,"15859,8","98,54","0,01","21,3",0,16095,"213,12","319,68",character(0)
C,15/10/2011,"15881,1","98,67","0,13","0,62",0,16095,"213,12","319,68",character(0)
C,16/10/2011,"15881,7","98,67",0,"0,13","5,13",16095,"213,12","319,68",character(0)
C,17/10/2011,"15881,6","98,67",0,0,5,16095,"213,12","319,68",character(0)
C,18/10/2011,"15880,6","98,67","-0,01",0,5,16095,"213,12","319,68",character(0)
C,19/10/2011,"15878,3","98,65","-0,01",0,45,16095,"213,12","319,68",character(0)
C,20/10/2011,"15800,1","98,17","-0,49",0,5,16095,"213,12","319,68",character(0)
C,21/10/2011,"15798,5","98,16","-0,01",0,5,16095,"213,12","319,68",character(0)
C,22/10/2011,"15797,4","98,15","-0,01","1,53","0,33",16095,"213,12","319,68",character(0)
C,23/10/2011,"15798,5","98,16","0,01",0,5,16095,"213,12","319,68",character(0)
C,24/10/2011,"15798,4","98,16",0,"7,17","0,19",16095,"213,12","319,68",character(0)
C,25/10/2011,"15805,4","98,2","0,04",0,5,16095,"213,12","319,68",character(0)
C,26/10/2011,"15804,8","98,2",0,0,5,16095,"213,12","319,68",character(0)
C,27/10/2011,"15804,1","98,19",0,"1,04",0,16095,"213,12","319,68",character(0)
C,28/10/2011,"15805,2","98,2","0,01","22,67",0,16095,"213,12","319,68",character(0)
C,29/10/2011,"15826,6","98,33","0,14","25,16",0,16095,"213,12","319,68",character(0)
C,30/10/2011,"15854,3","98,5","0,16",0,5,16095,"213,12","319,68",character(0)
