status,gasDayStartedOn,gasInStorage,full,trend,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,info
C,01/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,29/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,30/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,31/01/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,20/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,21/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,22/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,23/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,24/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,25/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,26/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,27/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,28/02/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,01/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,02/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,03/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,04/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,05/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,06/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,07/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,08/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,09/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,10/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,11/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,12/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,13/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,14/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,15/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,16/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,17/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,18/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
C,19/03/2011,0,#NUM !,0,0,0,0,0,0,character(0)
